ID,Age,GPA,Experience,CGPA,Interview_Score,Technical_Skills,Placement_Status
24427,21,3.69,2,9.45,25,JavaScript,Placed
24428,29,2.2,1,8.22,44,C++,Placed
24429,21,3.35,3,6.24,34,Python,Placed
24430,26,3.58,0,7.78,19,Python,Not Placed
24431,20,2.55,2,7.68,72,Python,Placed
24432,26,3.34,1,9.19,32,C++,Not Placed
24433,29,3.37,4,6.23,77,Java,Placed
24434,24,3.42,4,9.89,55,Python,Placed
24435,20,3.78,4,6.85,34,JavaScript,Not Placed
24436,25,2.8,4,9.28,9,Java,Placed
24437,26,2.49,2,9.17,59,C++,Placed
24438,20,3.09,3,9.07,55,Python,Placed
24439,28,2.13,3,6.51,11,C++,Placed
24440,34,2.67,3,6.33,45,C++,Not Placed
24441,26,3.77,0,7.79,10,Java,Placed
24442,20,3.06,0,8.96,51,JavaScript,Not Placed
24443,22,2.87,3,8.72,51,JavaScript,Placed
24444,24,2.53,2,9.1,40,JavaScript,Not Placed
24445,23,2.5,4,6.47,50,JavaScript,Placed
24446,21,2.47,4,7.71,83,Java,Placed
24447,34,3.66,3,7.86,53,C++,Placed
24448,20,3.97,1,6.97,75,C++,Placed
24449,23,3.07,2,8.31,35,Python,Placed
24450,26,2.16,1,6.16,93,C++,Placed
24451,30,3.5,1,9.1,82,JavaScript,Placed
24452,23,3.75,2,6.86,89,JavaScript,Placed
24453,28,3.86,2,8.97,92,JavaScript,Not Placed
24454,33,3.26,0,6.29,74,JavaScript,Not Placed
24455,27,3.01,0,7.99,78,C++,Placed
24456,27,3.24,4,6.89,30,JavaScript,Placed
24457,24,2.03,0,7.56,77,C++,Placed
24458,31,3.31,1,9.54,82,JavaScript,Placed
24459,34,3.42,2,7.79,50,C++,Placed
24460,20,3.44,4,7.09,89,Python,Placed
24461,34,3.13,0,7.21,24,C++,Placed
24462,28,3.4,4,8.54,40,Java,Placed
24463,21,3.28,3,8.95,91,C++,Not Placed
24464,25,2.23,0,6.16,68,Java,Not Placed
24465,29,3.8,4,7.99,87,Java,Placed
24466,33,3.25,2,7.68,60,Python,Not Placed
24467,24,3.46,1,7.55,31,Python,Placed
24468,29,2.69,2,7.63,25,Python,Not Placed
24469,32,3.84,3,8.83,83,JavaScript,Placed
24470,34,3.01,0,10.0,72,Python,Placed
24471,27,3.36,3,9.9,6,Java,Placed
24472,30,3.9,1,8.83,3,C++,Placed
24473,22,3.83,0,6.97,6,Python,Not Placed
24474,25,3.29,0,6.03,27,Python,Placed
24475,25,2.33,1,9.11,83,Java,Placed
24476,29,3.9,3,7.92,42,JavaScript,Placed
24477,22,3.97,2,7.12,94,Python,Placed
24478,31,2.21,1,7.68,65,Java,Not Placed
24479,31,2.9,4,8.98,73,Python,Not Placed
24480,34,3.1,2,6.19,66,JavaScript,Placed
24481,31,2.18,0,8.04,35,Python,Not Placed
24482,26,2.38,1,7.52,28,Python,Not Placed
24483,30,3.08,1,6.83,87,JavaScript,Placed
24484,23,3.93,4,9.58,40,Python,Not Placed
24485,24,2.06,3,8.89,83,Python,Not Placed
24486,28,3.82,4,9.02,40,Python,Placed
24487,25,3.8,4,8.74,1,JavaScript,Placed
24488,29,3.71,3,7.23,21,Python,Placed
24489,34,2.76,0,6.12,60,JavaScript,Not Placed
24490,32,2.98,1,8.39,21,Java,Placed
24491,23,2.81,2,7.32,11,JavaScript,Not Placed
24492,27,3.9,0,7.1,0,Python,Placed
24493,28,3.04,0,8.71,14,JavaScript,Not Placed
24494,29,2.16,0,7.42,49,Java,Placed
24495,24,2.55,2,9.9,49,C++,Placed
24496,21,2.92,1,9.62,45,Python,Placed
24497,34,3.91,0,6.18,90,JavaScript,Not Placed
24498,34,3.14,4,6.42,32,Python,Placed
24499,25,3.39,2,8.21,72,Java,Placed
24500,30,2.18,3,6.11,87,Python,Not Placed
24501,34,3.75,1,7.78,30,Java,Placed
24502,31,3.08,4,7.62,85,Java,Placed
24503,27,3.84,2,8.62,94,C++,Placed
24504,32,2.89,2,7.76,22,JavaScript,Placed
24505,24,3.37,3,6.6,4,C++,Not Placed
24506,20,2.94,2,6.72,89,Python,Placed
24507,27,2.29,1,7.53,76,Python,Placed
24508,28,2.54,4,6.99,97,JavaScript,Not Placed
24509,20,2.13,2,9.36,95,Python,Not Placed
24510,27,2.88,3,10.0,84,Java,Not Placed
24511,29,3.3,1,9.16,14,Java,Placed
24512,31,2.49,2,7.32,17,Python,Placed
24513,21,2.98,0,7.86,89,C++,Placed
24514,23,2.92,0,7.81,51,Python,Placed
24515,32,3.07,3,9.68,86,C++,Placed
24516,34,2.37,0,8.4,29,Python,Placed
24517,34,3.07,0,8.86,45,Java,Placed
24518,21,2.73,1,7.26,75,C++,Placed
24519,21,2.57,1,6.18,69,Java,Placed
24520,29,3.17,4,6.88,99,Java,Placed
24521,22,2.3,4,6.59,0,C++,Placed
24522,33,3.8,4,7.81,68,Java,Placed
24523,27,3.87,1,8.23,32,Java,Placed
24524,23,3.32,1,6.73,35,Python,Not Placed
24525,26,2.61,1,7.61,48,Java,Placed
24526,31,3.25,0,8.08,76,JavaScript,Placed
24527,29,3.2,4,7.14,18,C++,Not Placed
24528,22,2.78,0,7.66,76,C++,Not Placed
24529,29,2.57,4,6.06,1,C++,Placed
24530,31,2.34,3,7.6,43,C++,Not Placed
24531,33,2.43,0,8.53,48,C++,Placed
24532,34,3.31,4,7.91,95,JavaScript,Placed
24533,33,3.77,2,8.27,33,Python,Placed
24534,32,2.77,3,9.1,34,C++,Placed
24535,30,2.24,0,9.99,85,C++,Placed
24536,33,2.03,0,7.67,67,C++,Placed
24537,22,2.81,2,6.69,11,Python,Placed
24538,21,2.47,1,9.91,72,C++,Placed
24539,32,2.65,2,7.14,91,C++,Placed
24540,31,2.48,1,7.05,90,JavaScript,Placed
24541,25,3.33,0,9.48,67,Java,Placed
24542,25,3.28,1,9.57,78,JavaScript,Placed
24543,20,3.82,2,7.35,68,Python,Not Placed
24544,26,3.4,4,8.59,66,Java,Placed
24545,31,2.33,3,8.76,15,C++,Placed
24546,33,3.5,0,8.09,80,C++,Not Placed
24547,33,2.36,3,8.39,46,C++,Placed
24548,23,3.12,2,7.44,83,C++,Not Placed
24549,32,2.15,3,8.83,80,C++,Placed
24550,30,2.09,4,9.56,74,JavaScript,Placed
24551,31,2.93,4,9.46,17,JavaScript,Placed
24552,22,2.21,4,9.26,70,JavaScript,Not Placed
24553,32,2.61,2,6.62,76,Python,Placed
24554,32,2.68,4,9.06,39,Java,Placed
24555,27,3.54,0,6.66,65,JavaScript,Placed
24556,21,2.67,4,9.19,65,JavaScript,Not Placed
24557,28,2.99,2,7.29,54,Java,Placed
24558,32,3.55,4,6.55,31,Java,Placed
24559,27,2.41,3,8.91,26,C++,Placed
24560,27,3.61,4,7.86,84,Java,Placed
24561,32,3.66,2,8.2,37,JavaScript,Placed
24562,22,3.98,3,9.44,93,C++,Placed
24563,32,2.89,1,7.47,74,Python,Placed
24564,23,2.74,0,7.12,82,C++,Placed
24565,21,3.4,4,7.59,9,Python,Placed
24566,21,2.12,2,8.53,75,C++,Placed
24567,23,2.08,0,6.9,3,C++,Placed
24568,25,2.67,3,9.18,15,JavaScript,Not Placed
24569,24,3.46,2,9.53,4,C++,Not Placed
24570,34,2.23,4,9.64,68,Java,Placed
24571,20,3.27,4,8.46,45,Python,Placed
24572,32,2.54,1,9.75,63,Python,Placed
24573,29,3.3,0,6.54,95,JavaScript,Not Placed
24574,20,2.91,4,8.24,2,Java,Placed
24575,34,2.23,3,7.79,27,Python,Placed
24576,25,2.49,3,9.92,76,Java,Placed
24577,22,2.44,3,6.36,31,Java,Not Placed
24578,22,2.33,3,7.6,55,Java,Not Placed
24579,26,2.94,0,6.65,73,Java,Placed
24580,32,3.91,1,7.42,77,Java,Placed
24581,32,3.32,1,9.48,60,C++,Not Placed
24582,20,3.67,2,6.9,7,Java,Placed
24583,20,3.96,0,7.98,16,Java,Placed
24584,33,3.08,2,6.82,64,Python,Placed
24585,32,2.48,4,9.92,34,JavaScript,Not Placed
24586,29,3.86,2,6.31,0,JavaScript,Placed
24587,22,3.4,3,9.4,67,Python,Placed
24588,33,3.92,1,9.73,99,C++,Not Placed
24589,27,3.3,1,9.11,28,Java,Placed
24590,20,3.55,1,7.48,82,JavaScript,Placed
24591,29,3.78,0,7.59,46,JavaScript,Not Placed
24592,32,3.52,3,6.12,10,Java,Placed
24593,23,3.13,2,6.78,19,JavaScript,Placed
24594,28,2.94,4,9.72,91,Java,Placed
24595,33,3.65,0,8.91,50,Java,Placed
24596,23,3.54,4,8.2,97,JavaScript,Not Placed
24597,29,2.73,0,9.96,92,JavaScript,Placed
24598,27,3.0,3,9.04,48,Python,Placed
24599,26,3.27,0,8.46,11,JavaScript,Placed
24600,22,2.06,4,8.07,79,Python,Placed
24601,26,2.5,0,7.86,92,Python,Not Placed
24602,34,2.5,3,9.42,14,Python,Placed
24603,26,3.77,1,7.93,10,C++,Placed
24604,29,2.66,0,7.74,10,JavaScript,Placed
24605,22,3.09,4,6.92,22,JavaScript,Placed
24606,21,3.66,4,8.55,94,Java,Placed
24607,34,2.52,0,6.12,34,JavaScript,Placed
24608,28,2.25,3,7.02,92,C++,Placed
24609,34,3.9,2,8.1,80,C++,Placed
24610,20,3.41,1,7.24,53,Java,Placed
24611,33,2.35,3,8.06,52,Java,Placed
24612,26,3.64,2,6.95,39,Python,Not Placed
24613,23,3.57,4,9.44,33,Java,Placed
24614,21,3.68,0,6.45,89,Java,Placed
24615,34,2.55,4,6.88,33,JavaScript,Placed
24616,21,2.9,0,7.85,74,Python,Placed
24617,27,3.39,1,7.75,40,C++,Placed
24618,26,2.78,0,8.69,89,Java,Placed
24619,31,2.14,4,8.83,59,Java,Not Placed
24620,26,2.27,2,8.63,57,Python,Placed
24621,24,3.19,2,8.55,90,Java,Placed
24622,33,2.75,2,7.8,64,Python,Placed
24623,29,2.01,0,7.79,97,Python,Placed
24624,27,3.53,3,6.36,31,Python,Not Placed
24625,33,2.83,4,6.01,70,Python,Not Placed
24626,21,2.63,4,9.42,0,JavaScript,Not Placed
24627,21,3.43,3,6.04,35,JavaScript,Not Placed
24628,24,2.91,2,9.63,10,JavaScript,Not Placed
24629,34,3.39,2,6.84,58,Java,Not Placed
24630,20,2.03,4,8.24,0,JavaScript,Placed
24631,25,2.02,0,9.72,73,Python,Not Placed
24632,23,3.12,0,7.53,34,JavaScript,Placed
24633,25,3.96,1,9.22,44,Java,Not Placed
24634,26,2.54,2,8.31,35,Python,Placed
24635,32,3.37,4,7.72,76,C++,Placed
24636,22,2.34,0,6.64,70,JavaScript,Not Placed
24637,30,2.62,1,6.68,78,Java,Placed
24638,32,2.16,3,7.25,61,Java,Placed
24639,27,3.76,0,9.58,31,Python,Placed
24640,26,2.62,0,6.74,63,Python,Placed
24641,32,2.46,4,9.14,11,JavaScript,Placed
24642,20,3.46,2,6.44,24,C++,Not Placed
24643,25,2.4,4,9.25,12,Java,Not Placed
24644,26,2.48,3,6.28,2,Java,Placed
24645,33,2.21,2,6.89,8,C++,Not Placed
24646,30,3.93,4,6.92,28,Python,Placed
24647,34,2.5,0,9.3,15,JavaScript,Placed
24648,23,3.99,4,8.35,36,Java,Placed
24649,33,2.35,2,8.55,68,C++,Placed
24650,21,2.04,1,9.28,9,JavaScript,Placed
24651,29,3.79,1,9.05,4,Java,Placed
24652,28,3.16,3,6.07,76,Python,Placed
24653,26,2.7,4,7.27,99,Python,Placed
24654,20,3.03,0,7.14,89,C++,Placed
24655,27,2.52,3,9.2,33,JavaScript,Placed
24656,34,3.27,3,6.04,42,Python,Not Placed
24657,22,3.23,3,6.07,31,Python,Placed
24658,23,2.16,2,6.8,51,JavaScript,Placed
24659,31,3.82,1,6.93,13,Java,Not Placed
24660,24,2.92,2,6.66,89,JavaScript,Placed
24661,20,2.39,1,6.34,89,C++,Placed
24662,34,2.61,4,8.64,66,Python,Placed
24663,25,3.73,2,6.63,37,Java,Placed
24664,29,2.77,0,8.54,5,C++,Placed
24665,25,3.12,4,7.83,67,Python,Placed
24666,21,3.9,2,9.44,43,Python,Placed
24667,30,3.3,0,7.08,36,Python,Placed
24668,29,3.35,4,9.94,35,JavaScript,Placed
24669,25,2.5,4,8.22,43,C++,Not Placed
24670,27,3.34,0,9.86,14,Java,Placed
24671,25,2.79,0,8.6,67,JavaScript,Placed
24672,23,3.82,3,6.95,83,JavaScript,Placed
24673,34,2.26,2,7.2,45,Python,Placed
24674,23,2.57,1,6.63,44,Java,Placed
24675,28,2.13,0,7.71,0,Java,Not Placed
24676,25,2.76,1,7.32,52,C++,Placed
24677,27,2.3,3,7.0,2,Java,Placed
24678,27,3.69,1,6.8,4,JavaScript,Not Placed
24679,26,3.85,0,9.34,71,Python,Not Placed
24680,22,3.34,2,9.36,63,Java,Placed
24681,29,2.21,1,8.17,43,JavaScript,Placed
24682,20,2.68,4,8.43,14,Java,Placed
24683,24,3.93,1,7.68,30,JavaScript,Not Placed
24684,32,2.27,3,8.5,75,C++,Placed
24685,34,3.11,3,9.15,7,C++,Not Placed
24686,29,2.71,0,7.96,89,JavaScript,Placed
24687,29,4.0,2,9.17,89,JavaScript,Placed
24688,34,2.57,1,9.57,46,Python,Not Placed
24689,21,2.1,0,9.96,67,JavaScript,Not Placed
24690,31,3.4,2,9.86,1,JavaScript,Placed
24691,29,2.65,3,6.99,71,C++,Not Placed
24692,32,3.32,1,8.44,50,Java,Placed
24693,21,2.21,0,7.43,69,Python,Not Placed
24694,33,3.05,1,8.8,93,Python,Placed
24695,26,2.75,1,6.8,82,Java,Not Placed
24696,30,3.07,4,7.11,69,JavaScript,Placed
24697,32,3.71,3,9.88,41,C++,Placed
24698,22,3.95,2,8.43,58,C++,Placed
24699,32,3.51,3,6.8,24,JavaScript,Placed
24700,27,3.53,0,7.57,74,Java,Placed
24701,28,3.06,3,7.43,85,Python,Placed
24702,33,2.19,0,6.93,9,Python,Placed
24703,32,3.33,3,6.24,60,JavaScript,Not Placed
24704,27,2.3,0,9.92,24,Python,Placed
24705,25,2.49,0,7.48,45,C++,Not Placed
24706,24,3.42,1,8.18,91,Python,Placed
24707,22,3.31,4,7.62,19,Python,Placed
24708,22,2.63,4,8.84,59,C++,Placed
24709,26,3.54,1,8.99,29,JavaScript,Not Placed
24710,32,3.88,4,9.6,47,C++,Placed
24711,24,3.09,2,7.28,28,Java,Placed
24712,31,3.36,1,9.92,82,Java,Placed
24713,33,2.54,4,9.19,24,Python,Not Placed
24714,25,3.94,1,6.76,85,Java,Placed
24715,33,2.55,1,8.01,82,Java,Placed
24716,25,3.77,1,7.36,4,Java,Not Placed
24717,28,3.86,4,8.05,53,Python,Not Placed
24718,20,3.44,4,7.24,14,Java,Not Placed
24719,27,3.62,2,6.97,95,C++,Not Placed
24720,29,2.92,1,8.97,67,JavaScript,Placed
24721,32,3.84,4,8.06,49,C++,Placed
24722,32,3.49,2,8.2,70,C++,Not Placed
24723,24,2.65,3,7.7,23,C++,Not Placed
24724,32,2.07,2,9.65,93,Python,Placed
24725,25,3.08,4,6.19,35,Python,Placed
24726,25,3.68,3,9.14,92,C++,Placed
24727,20,3.72,0,9.23,20,Java,Placed
24728,22,3.67,4,7.57,68,C++,Placed
24729,31,2.43,2,6.27,51,Java,Placed
24730,25,2.85,3,9.13,90,C++,Not Placed
24731,33,3.23,1,7.8,7,C++,Not Placed
24732,34,3.34,2,8.48,74,JavaScript,Placed
24733,33,2.67,4,9.22,49,JavaScript,Placed
24734,30,3.39,2,6.67,90,Java,Placed
24735,30,3.18,1,7.46,72,JavaScript,Placed
24736,28,3.13,0,8.77,72,C++,Placed
24737,25,3.33,2,7.37,80,Python,Placed
24738,34,3.21,4,7.48,88,C++,Not Placed
24739,31,2.33,3,8.97,12,C++,Not Placed
24740,32,3.75,0,8.98,99,JavaScript,Placed
24741,25,2.48,0,8.4,18,Python,Placed
24742,20,3.49,1,7.65,95,C++,Placed
24743,28,2.35,0,7.55,57,Java,Placed
24744,23,3.32,0,7.17,16,JavaScript,Not Placed
24745,34,3.79,0,6.3,13,C++,Placed
24746,21,2.02,4,6.18,43,JavaScript,Not Placed
24747,20,3.96,0,9.69,37,Python,Placed
24748,22,2.06,2,6.51,67,Java,Placed
24749,22,2.02,0,8.45,21,Java,Placed
24750,24,3.72,1,7.09,64,JavaScript,Placed
24751,20,3.42,0,8.54,4,Python,Not Placed
24752,26,2.21,2,8.79,4,JavaScript,Placed
24753,32,3.87,1,9.14,50,C++,Placed
24754,20,3.34,4,6.36,60,C++,Not Placed
24755,23,2.22,1,6.41,37,Python,Placed
24756,25,3.72,2,9.23,1,Python,Placed
24757,34,2.96,1,9.73,9,Python,Placed
24758,20,2.56,3,7.03,24,Java,Placed
24759,26,3.65,2,7.23,44,C++,Placed
24760,29,3.48,1,9.67,39,Java,Not Placed
24761,34,3.25,0,9.17,97,C++,Not Placed
24762,26,3.8,1,6.95,30,C++,Not Placed
24763,22,3.72,0,8.33,26,JavaScript,Not Placed
24764,23,2.45,3,7.26,46,JavaScript,Placed
24765,25,3.76,4,7.77,60,Python,Not Placed
24766,33,2.75,2,8.82,61,JavaScript,Placed
24767,30,2.86,4,7.0,97,JavaScript,Not Placed
24768,26,3.94,1,6.3,45,Java,Placed
24769,33,3.52,3,9.97,62,JavaScript,Not Placed
24770,32,2.64,1,7.71,67,JavaScript,Placed
24771,23,3.3,3,8.92,82,Java,Placed
24772,29,3.08,4,9.99,18,JavaScript,Placed
24773,30,2.23,3,6.15,15,Java,Placed
24774,28,3.78,1,7.78,16,C++,Not Placed
24775,28,3.64,3,6.08,70,Java,Placed
24776,28,3.56,0,8.6,85,JavaScript,Placed
24777,31,3.12,0,6.66,71,Python,Placed
24778,29,2.44,3,9.76,2,JavaScript,Placed
24779,25,3.77,3,9.5,96,Python,Placed
24780,21,2.71,3,8.61,22,Java,Placed
24781,21,2.04,3,6.64,79,Java,Placed
24782,30,3.96,3,7.38,74,JavaScript,Placed
24783,23,3.72,0,9.92,25,Python,Placed
24784,28,3.25,2,7.26,97,JavaScript,Not Placed
24785,22,2.02,4,9.97,12,JavaScript,Placed
24786,25,2.46,0,9.29,65,C++,Not Placed
24787,21,2.9,3,8.13,68,C++,Not Placed
24788,34,3.26,2,9.4,45,Java,Placed
24789,20,3.42,2,9.9,28,JavaScript,Placed
24790,31,3.58,4,7.16,67,C++,Placed
24791,24,3.11,1,6.47,78,Python,Placed
24792,27,3.31,1,6.33,97,JavaScript,Placed
24793,29,3.62,1,8.44,12,C++,Placed
24794,29,3.44,1,7.3,15,C++,Placed
24795,21,3.91,0,7.54,75,JavaScript,Placed
24796,29,3.75,0,6.62,97,C++,Placed
24797,28,2.34,3,6.34,67,JavaScript,Placed
24798,31,3.89,2,7.28,8,JavaScript,Placed
24799,27,2.41,0,6.7,29,Java,Placed
24800,22,3.98,0,6.27,47,C++,Not Placed
24801,20,3.4,4,6.16,79,JavaScript,Placed
24802,23,3.26,0,6.24,99,Python,Placed
24803,27,2.65,1,8.88,1,JavaScript,Placed
24804,22,2.27,0,8.44,32,Java,Placed
24805,29,2.25,1,8.77,2,Java,Not Placed
24806,31,3.73,0,9.26,53,JavaScript,Placed
24807,21,2.86,3,8.49,79,Python,Placed
24808,26,3.12,3,7.92,10,JavaScript,Placed
24809,23,3.86,4,9.27,76,Python,Placed
24810,25,2.51,2,8.5,59,JavaScript,Placed
24811,24,3.53,4,8.8,44,Python,Placed
24812,21,2.94,0,7.73,82,Java,Not Placed
24813,29,2.43,0,7.8,81,C++,Placed
24814,21,3.71,0,7.79,35,C++,Placed
24815,33,3.36,0,7.14,30,JavaScript,Placed
24816,28,2.19,1,8.47,25,Java,Placed
24817,30,3.08,2,7.76,90,Java,Placed
24818,29,3.7,3,6.19,14,Python,Placed
24819,21,2.13,2,8.8,71,Python,Placed
24820,27,2.83,1,8.01,83,Java,Placed
24821,27,3.61,0,6.76,20,C++,Not Placed
24822,20,3.72,1,6.23,79,Python,Placed
24823,20,3.55,3,6.77,48,JavaScript,Placed
24824,32,2.61,2,8.04,84,Java,Placed
24825,23,3.01,0,6.26,6,C++,Placed
24826,21,3.48,4,8.46,35,C++,Not Placed
24827,31,2.31,3,7.09,19,Java,Placed
24828,34,3.19,0,9.86,94,C++,Not Placed
24829,20,3.44,4,9.16,30,JavaScript,Placed
24830,28,3.7,3,6.44,12,C++,Placed
24831,32,2.22,0,8.85,5,C++,Not Placed
24832,22,2.66,4,9.33,94,JavaScript,Placed
24833,33,3.08,0,9.47,54,Java,Placed
24834,33,3.4,2,8.19,11,JavaScript,Placed
24835,33,3.46,2,9.45,37,Java,Not Placed
24836,20,2.51,4,9.05,43,JavaScript,Placed
24837,21,2.03,2,8.26,30,JavaScript,Placed
24838,27,3.39,2,7.69,93,JavaScript,Placed
24839,24,3.82,3,6.01,44,Python,Placed
24840,30,3.6,1,8.46,46,C++,Not Placed
24841,26,3.24,2,6.98,48,JavaScript,Placed
24842,25,3.96,4,6.91,94,Python,Not Placed
24843,32,2.87,3,6.57,54,C++,Placed
24844,20,3.05,4,8.73,44,JavaScript,Placed
24845,25,2.02,2,8.72,26,C++,Not Placed
24846,30,3.89,0,7.67,99,C++,Placed
24847,26,3.17,0,7.87,78,JavaScript,Not Placed
24848,23,2.78,2,9.04,10,Python,Not Placed
24849,27,2.09,0,6.61,21,JavaScript,Placed
24850,27,2.72,1,6.92,13,Python,Not Placed
24851,26,2.01,4,9.77,39,Python,Placed
24852,30,2.65,1,9.99,17,Python,Placed
24853,34,3.9,3,8.05,7,C++,Not Placed
24854,21,2.31,2,7.85,93,Java,Placed
24855,25,3.09,4,6.33,45,Python,Placed
24856,25,2.37,2,8.69,98,Python,Not Placed
24857,31,3.57,2,7.87,23,Python,Not Placed
24858,34,3.12,1,8.15,45,C++,Not Placed
24859,31,2.4,0,9.73,92,Python,Placed
24860,26,3.73,0,9.68,79,C++,Placed
24861,25,3.57,4,9.67,84,Python,Placed
24862,21,3.9,4,6.39,30,C++,Not Placed
24863,27,2.0,4,7.54,79,Java,Placed
24864,34,2.91,3,8.66,6,C++,Not Placed
24865,23,4.0,0,6.55,3,Java,Placed
24866,28,3.62,3,9.76,22,JavaScript,Placed
24867,27,3.66,4,8.3,29,JavaScript,Placed
24868,33,3.24,1,8.39,92,Python,Not Placed
24869,22,3.43,4,6.51,53,Python,Placed
24870,22,3.61,1,6.07,85,JavaScript,Not Placed
24871,27,2.18,0,8.57,36,Python,Not Placed
24872,21,3.39,2,6.86,56,Java,Placed
24873,28,3.63,2,9.28,35,Python,Placed
24874,23,2.08,4,6.2,12,Python,Placed
24875,34,2.59,0,6.69,93,C++,Not Placed
24876,25,2.65,1,9.12,2,C++,Placed
24877,22,3.71,2,6.06,66,C++,Not Placed
24878,22,3.56,2,6.97,84,Java,Placed
24879,22,3.31,0,8.9,32,C++,Placed
24880,30,3.61,1,8.78,96,JavaScript,Not Placed
24881,32,2.91,2,6.82,7,Java,Not Placed
24882,29,3.75,0,9.17,77,Python,Placed
24883,31,2.47,0,7.68,65,Python,Placed
24884,33,3.41,3,8.8,63,C++,Placed
24885,33,2.48,0,7.86,34,JavaScript,Not Placed
24886,33,2.08,2,6.04,86,Python,Placed
24887,31,2.57,1,6.02,72,C++,Placed
24888,21,2.99,0,9.96,10,JavaScript,Placed
24889,27,3.69,2,6.81,70,Python,Placed
24890,28,3.02,3,9.43,28,Java,Not Placed
24891,34,2.36,1,6.91,14,Java,Placed
24892,27,3.99,4,7.81,61,C++,Not Placed
24893,34,2.54,4,9.94,54,Python,Not Placed
24894,29,3.97,0,6.54,58,Python,Placed
24895,22,3.87,4,8.21,99,C++,Placed
24896,26,3.08,1,7.45,56,JavaScript,Not Placed
24897,30,2.18,1,8.28,26,C++,Placed
24898,29,3.39,2,8.1,30,JavaScript,Not Placed
24899,21,3.69,4,6.52,41,C++,Placed
24900,23,2.89,4,8.27,95,JavaScript,Placed
24901,31,2.48,2,7.45,11,JavaScript,Not Placed
24902,32,3.61,4,7.03,73,Java,Placed
24903,33,3.09,4,6.56,95,Python,Placed
24904,32,2.4,1,8.67,26,JavaScript,Placed
24905,25,3.9,4,8.87,87,Java,Not Placed
24906,30,3.9,4,9.27,37,C++,Placed
24907,24,2.73,4,9.27,97,Java,Placed
24908,32,2.13,3,9.98,16,Python,Placed
24909,28,3.26,4,6.96,87,JavaScript,Not Placed
24910,29,2.63,3,8.26,46,Java,Not Placed
24911,23,2.13,3,8.28,68,Java,Placed
24912,24,3.78,4,8.14,15,C++,Not Placed
24913,23,4.0,2,7.41,27,C++,Placed
24914,33,2.7,4,6.71,41,Python,Placed
24915,32,3.49,3,8.3,15,JavaScript,Not Placed
24916,33,2.13,4,6.6,92,Java,Placed
24917,27,2.74,2,6.05,54,Python,Placed
24918,32,2.22,2,8.64,5,C++,Not Placed
24919,27,2.11,0,7.76,40,JavaScript,Placed
24920,34,3.18,1,9.84,81,Python,Placed
24921,22,3.6,4,7.37,82,C++,Placed
24922,20,2.91,0,9.97,34,JavaScript,Not Placed
24923,25,3.05,0,6.04,68,JavaScript,Placed
24924,21,2.54,0,6.23,40,Python,Placed
24925,21,3.47,2,8.65,84,JavaScript,Not Placed
24926,22,2.72,4,8.54,80,Python,Placed
24927,27,2.13,4,8.17,10,Java,Not Placed
24928,22,2.33,4,6.77,59,C++,Placed
24929,26,2.26,3,6.38,27,Java,Placed
24930,29,2.87,1,6.24,72,JavaScript,Placed
24931,33,2.13,3,9.1,68,Python,Placed
24932,29,3.61,2,9.52,81,Python,Not Placed
24933,28,3.82,0,9.28,87,JavaScript,Placed
24934,32,2.5,0,6.6,13,C++,Placed
24935,27,2.97,3,9.12,53,C++,Placed
24936,20,3.04,2,9.92,44,C++,Not Placed
24937,26,3.97,1,8.46,5,JavaScript,Placed
24938,26,2.13,1,7.53,50,C++,Placed
24939,27,3.34,0,6.38,7,Python,Placed
24940,29,2.69,0,7.21,77,Python,Placed
24941,24,3.0,4,8.34,27,C++,Placed
24942,29,2.43,3,7.67,81,JavaScript,Placed
24943,28,2.32,0,8.05,56,Python,Placed
24944,28,2.49,2,8.73,23,Java,Placed
24945,27,2.14,1,7.73,93,Java,Placed
24946,25,2.56,1,6.78,55,Java,Placed
24947,25,3.38,2,6.31,52,Python,Placed
24948,20,3.3,1,7.67,65,C++,Placed
24949,32,3.11,3,9.52,62,Java,Placed
24950,34,2.0,2,8.72,80,Python,Not Placed
24951,25,2.25,4,6.94,24,JavaScript,Placed
24952,33,3.69,1,8.0,77,C++,Not Placed
24953,23,2.54,3,6.87,83,Java,Not Placed
24954,23,3.82,0,6.55,15,C++,Placed
24955,33,3.75,2,9.12,47,Java,Not Placed
24956,21,2.31,0,7.71,82,JavaScript,Placed
24957,32,3.8,4,6.22,76,Python,Placed
24958,30,3.26,0,9.27,71,JavaScript,Placed
24959,33,3.26,1,9.74,77,JavaScript,Not Placed
24960,23,3.71,1,7.37,74,JavaScript,Placed
24961,24,2.81,1,7.98,30,Java,Placed
24962,32,3.47,1,9.03,63,Java,Placed
24963,31,3.34,2,6.15,65,JavaScript,Placed
24964,24,3.54,3,9.67,47,C++,Not Placed
24965,24,3.32,1,9.99,17,C++,Placed
24966,23,2.16,4,8.02,0,JavaScript,Placed
24967,20,2.59,4,8.14,92,Python,Placed
24968,33,3.88,1,8.08,65,C++,Placed
24969,29,2.45,3,9.3,37,Python,Placed
24970,27,2.94,4,8.1,66,JavaScript,Not Placed
24971,22,2.71,2,8.62,25,Java,Not Placed
24972,21,2.17,3,8.6,8,Java,Not Placed
24973,28,2.36,3,8.12,0,Java,Placed
24974,26,2.57,3,9.7,96,JavaScript,Not Placed
24975,28,2.93,4,9.41,29,C++,Placed
